TypeOfVisitor,UserPage VisitDuration,Bounce Rate ,WebPageValue,BrowserServer,InformationRelatedPageVisitDuration ,Month,ExitRate,ProductRelatedPages ,ProductRelatedPageVisitDuration,DischargePattern,InformationRelatedPage,Weekend,Holiday,Area,OperatingSystem,UserRelatedPages,Buy 
Returning_Visitor,0,0,0,2,0,May,0.033333333,7,267,1,0,FALSE,0.2,7,2,0,0
Returning_Visitor,0,0,0,5,0,Dec,0.04,17,842.75,1,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.034492302,0,2,0,June,0.05715957,41,817.7958109,13,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.003636364,52.38420388,2,4,Nov,0.009348691,164,5767.465043,1,1,FALSE,0,1,2,0,0
Returning_Visitor,0,0.014,0,8,0,May,0.042666667,52,2529.166667,3,0,FALSE,0.4,8,1,0,0
Returning_Visitor,0,0.007692308,0,2,0,Mar,0.034615385,26,1685.266667,3,0,TRUE,0,6,2,0,0
Returning_Visitor,0,0,0,2,76,Mar,0.02183908,28,866,1,4,FALSE,0,4,2,0,0
New_Visitor,0,0,34.03997536,2,44.22857143,June,0.002666667,13,311.79,5,3,FALSE,0,1,2,0,1
Returning_Visitor,0,0,5.731607803,2,677.1911765,Dec,0.008686559,152,3561.130212,1,15,FALSE,0,6,2,0,1
Returning_Visitor,0,0.001927438,3.322866215,2,159.8958333,Nov,0.009409219,121,3648.5625,7,12,FALSE,0,5,2,0,0
Returning_Visitor,0,0.027272727,0,2,196.4,Sep,0.045454545,9,397,13,3,FALSE,0,6,3,0,0
Returning_Visitor,0,0.012987013,0,2,142.75,Nov,0.021101928,76,1523.57803,1,5,FALSE,0,1,2,0,0
Returning_Visitor,0,0.036363636,0,10,0,Nov,0.045454545,11,194.5,1,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,4,27.2,Nov,0.02,9,396,2,1,FALSE,0,1,2,0,0
Returning_Visitor,7,0.004347826,13.63463318,1,1559.75,Mar,0.015942029,41,1663.761905,2,10,FALSE,0,1,1,1,1
Returning_Visitor,0,0.066666667,0,2,0,June,0.1,3,66.4,11,0,TRUE,0,6,3,0,0
Returning_Visitor,0,0,0,1,19,Dec,0.02,4,88,3,2,FALSE,0,1,1,0,0
New_Visitor,0,0,18.08071442,1,204.1071429,Nov,0.012280702,15,347.7321429,2,8,FALSE,0,1,1,0,0
Returning_Visitor,0,0.027586207,0,2,46.4,Sep,0.064367816,30,2559.433333,1,2,TRUE,0,6,3,0,0
New_Visitor,0,0,0,2,0,Dec,0.045454545,11,490.8333333,2,0,FALSE,0,6,3,0,0
Returning_Visitor,0,0.003731343,8.969447973,2,40.5,Nov,0.011738458,133,4815.701606,1,2,FALSE,0,3,2,0,1
Returning_Visitor,0,0.2,0,2,0,Jul,0.2,4,0,13,0,FALSE,0,1,3,0,0
Returning_Visitor,202.5,0.003333333,1.8315,2,52.4,May,0.025396825,55,1995.466667,13,7,FALSE,0,6,2,3,0
Returning_Visitor,0,0,47.44850792,2,99.75,Nov,0.006451613,31,835.5833333,10,3,FALSE,0,1,2,0,1
Returning_Visitor,0,0,0,5,0,Mar,0.04,5,116,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,0,2,5.066666667,Sep,0.00625,32,441.6045455,3,1,FALSE,0,6,2,0,0
Returning_Visitor,0,0.013768116,0,2,234.4333333,Oct,0.033907028,85,6743.39876,13,7,FALSE,0,8,2,0,0
Returning_Visitor,0,0.057142857,0,1,0,Dec,0.057142857,14,152,3,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0.022222222,0,2,0,May,0.037037037,9,315.6,7,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0.015384615,0,2,0,Dec,0.03974359,27,610.1916667,2,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0.04,0,2,0,Nov,0.053333333,5,126.0833333,13,0,FALSE,0,7,3,0,0
New_Visitor,0,0.05,0,1,0,Oct,0.075,8,272.9,1,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0,0,1,4,Mar,0.066666667,0,0,6,1,FALSE,0,8,4,0,0
Returning_Visitor,0,0,0,2,188,Mar,0.009090909,22,1436.45,1,3,FALSE,0,3,2,0,0
Returning_Visitor,0,0.011728395,0,2,194.575,Nov,0.02129074,81,2126.077501,2,11,TRUE,0,1,3,0,0
Returning_Visitor,0,0,0,1,0,May,0.002597403,12,285.1666667,4,0,FALSE,0,5,1,0,0
New_Visitor,0,0.016666667,0,6,30,May,0.025,10,121,3,2,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,2,0,Jul,0.033333333,3,103.6,6,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.038095238,0,2,61.25,Dec,0.076190476,21,595.75,1,4,FALSE,0,4,2,0,0
Returning_Visitor,0,0.133333333,0,2,0,May,0.148917749,22,883,13,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.2,0,2,0,Nov,0.2,1,0,13,0,FALSE,0,6,8,0,0
New_Visitor,0,0,68.32050059,2,16.6,Aug,0.000732601,39,581.9419883,2,1,FALSE,0,5,2,0,1
Returning_Visitor,0,0.1,0,2,0,Nov,0.15,4,54.5,10,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.008,0,1,111.0833333,Dec,0.012,24,431.5,3,7,FALSE,0,1,1,0,0
Returning_Visitor,0,0.18,0,2,0,Oct,0.186666667,5,291.2,20,0,FALSE,0,8,3,0,0
Returning_Visitor,0,0.04,0,1,0,Dec,0.090625,8,1102.5,2,0,TRUE,0,6,1,0,0
Returning_Visitor,0,0,18.5847619,1,25,Mar,0.00952381,20,667.9166667,3,2,FALSE,0,1,4,0,0
Returning_Visitor,0,0.002857143,0.780277403,10,22.9,Nov,0.013265367,145,5962.732411,3,2,TRUE,0,7,2,0,1
New_Visitor,0,0,0,10,159.3333333,Mar,0.006666667,24,520.6666667,3,7,TRUE,0,4,2,0,0
Returning_Visitor,0,0.009756098,0,5,0,May,0.021138211,41,881.1666667,3,0,FALSE,0.6,1,2,0,0
Returning_Visitor,0,0.010714286,0.906375967,2,53.5,Sep,0.03015873,82,3801.680397,4,3,FALSE,0,1,2,0,0
Returning_Visitor,0,0,71.07435633,1,10,Oct,0.016,25,583.35,2,1,FALSE,0,1,1,0,1
Returning_Visitor,0,0,0,2,0,Dec,0.025,2,39.33333333,3,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.1,2,30,1,0,FALSE,0,4,3,0,0
Returning_Visitor,0,0.018181818,0,2,0,Dec,0.063636364,11,382.25,2,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.101149425,0,1,0,Jul,0.128275862,29,453.9,3,0,FALSE,0,1,1,0,0
New_Visitor,0,0,12.63441176,4,119,May,0.003921569,31,1273.875,3,8,FALSE,0,1,2,0,1
Returning_Visitor,0,0,0,1,0,Feb,0.1,2,33,3,0,FALSE,0.2,1,1,0,0
Returning_Visitor,0,0.007142857,0,2,16,May,0.046428571,29,1412.5,13,2,FALSE,0,6,2,0,0
Returning_Visitor,0,0.046153846,0,2,344.5,Nov,0.033333333,7,186,2,6,TRUE,0,1,3,0,0
Returning_Visitor,0,0.007692308,0,2,0,Nov,0.034615385,13,597.625,8,0,FALSE,0,1,3,0,1
Returning_Visitor,0,0,0,2,10,Sep,0.06,5,354.9,1,1,FALSE,0,5,2,0,0
Returning_Visitor,0,0.018918919,3.064378378,2,666,May,0.038918919,29,2061.066667,1,9,FALSE,0,1,2,0,0
New_Visitor,0,0,0,2,52.5,May,0.016666667,7,415.5,4,5,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,4,84.5,May,0.03697479,17,596.0833333,3,2,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.030555556,12,274.75,1,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,1,116.5,Dec,0.005882353,15,320.25,6,3,TRUE,0,4,1,0,0
Returning_Visitor,35.5,0,0,2,20,Nov,0.013333333,35,946.5952381,2,1,FALSE,0,1,2,1,0
Returning_Visitor,0,0.003827751,0,2,0,Nov,0.032192982,40,1445.840909,8,0,TRUE,0,6,3,0,0
Returning_Visitor,0,0.015384615,42.74590431,2,4,Nov,0.030769231,13,2123.5,3,1,FALSE,0,1,2,0,1
Returning_Visitor,0,0.022222222,0,4,0,Nov,0.055555556,9,719.5833333,2,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0.023333333,23.33239205,2,0,Nov,0.031666667,21,587.9166667,10,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.2,0,1,0,May,0.2,1,0,3,0,FALSE,0.4,1,1,0,0
New_Visitor,0,0,0,8,0,Nov,0.033333333,3,131,6,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0,0,2,0,May,0.1,2,11,2,0,FALSE,0,3,3,0,0
New_Visitor,0,0,0,2,0,Dec,0.015,16,228.625,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.075,0,2,18,May,0.0875,8,66,13,1,FALSE,0.4,1,3,0,0
Returning_Visitor,0,0.038095238,0,1,51.48,Oct,0.05991342,16,164.8133333,5,3,TRUE,0,6,1,0,0
Returning_Visitor,0,0,0,4,0,Mar,0.008928571,28,1028.116667,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,76.78667659,2,24,Mar,0.021052632,17,498.3333333,10,1,FALSE,0,6,2,0,1
Returning_Visitor,0,0,0,1,0,Aug,0,10,232.4,4,0,FALSE,0,3,1,0,0
Returning_Visitor,0,0,0,2,5.5,Mar,0.026984127,22,339.25,3,1,FALSE,0,2,2,0,0
New_Visitor,0,0,46.84856664,1,10.1,Aug,0.007407407,10,256.1857143,2,1,TRUE,0,2,1,0,1
Returning_Visitor,0,0.083333333,0,1,0,Nov,0.124444444,9,134.75,1,0,FALSE,0,2,1,0,0
Returning_Visitor,0,0,0,2,0,May,0.007692308,13,222.5,2,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0,0,1,0,Feb,0.016666667,4,270,3,0,FALSE,0.8,1,1,0,0
Returning_Visitor,0,0,0,1,0,Feb,0.1,2,35,3,0,FALSE,0,6,1,0,0
Returning_Visitor,0,0.01,37.5474164,2,446.3833333,Nov,0.012860238,28,789.1266667,2,6,FALSE,0,1,2,0,0
New_Visitor,0,0,0,4,0,Oct,0.1,2,58.4,2,0,FALSE,0,1,2,0,0
New_Visitor,546.5,0,14.54270238,2,88.25,Nov,0.005,37,2304.5,2,4,FALSE,0,9,2,2,1
New_Visitor,0,0,17.36252324,2,0,Sep,0,14,199.4904762,4,0,FALSE,0,2,2,0,1
New_Visitor,0,0,0,2,63,Mar,0.005405405,35,850.3333333,2,2,TRUE,0,3,2,0,0
Returning_Visitor,872,0.002409639,9.849816466,4,39.5,May,0.022377452,77,3909.620363,2,2,FALSE,0,3,2,4,0
Returning_Visitor,0,0,0,1,9.5,May,0.024444444,17,314,3,1,FALSE,0,1,1,0,0
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,1,0,1,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,76.7809411,4,35.75,Nov,0.028571429,7,1173,2,1,FALSE,0,9,2,0,0
Returning_Visitor,16,0,0,5,37,May,0.004545455,18,463.5,6,5,FALSE,0,1,2,1,0
Returning_Visitor,0,0.2,0,2,0,May,0.2,1,0,13,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.006896552,23.51024736,2,47.5,Dec,0.024137931,30,735.5833333,1,2,FALSE,0,2,2,0,0
Returning_Visitor,0,0,0,1,80.6,Jul,0.005128205,37,936.4166667,2,3,TRUE,0,4,1,0,0
Returning_Visitor,518.8,0.005357143,0,1,109.8,Sep,0.011607143,55,3987.386667,2,1,FALSE,0,4,1,1,0
New_Visitor,0,0,14.13268846,1,0,Dec,0.010526316,21,455.0833333,2,0,FALSE,0,1,4,0,1
Returning_Visitor,0,0,0,2,0,June,0.05,8,316.1333333,13,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,5,0,May,0.05,22,598.25,6,0,FALSE,0.4,9,2,0,0
Returning_Visitor,0,0,0,1,0,May,0.00952381,21,360.0833333,15,0,FALSE,0,6,1,0,0
Returning_Visitor,0,0.01025641,0,2,6,Sep,0.020512821,37,501.7666667,1,2,FALSE,0,1,2,0,0
Returning_Visitor,0,0.003370787,20.44064077,4,49.4,Aug,0.011516854,176,6847.736667,4,3,FALSE,0,9,2,0,0
Returning_Visitor,0,0.008695652,0,2,0,May,0.010434783,23,226.2564103,3,0,FALSE,0.6,1,4,0,0
Returning_Visitor,0,0.016,0,2,0,Nov,0.02,27,630.75,1,0,TRUE,0,3,2,0,0
Returning_Visitor,0,0.2,0,1,0,Feb,0.2,1,0,3,0,FALSE,0,4,1,0,0
Returning_Visitor,64.4,0,16.37978199,2,275.74,Oct,0.0084,16,273.7066667,2,9,FALSE,0,1,2,1,0
Returning_Visitor,0,0,0,2,0,Nov,0.013333333,15,612,2,0,TRUE,0,8,1,0,0
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,1,0,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,0,2,0,Dec,0.00625,32,749.25,8,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.017460317,0,2,112.1666667,Nov,0.042436975,60,1883.866667,2,5,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,2,23,May,0.006451613,31,618,3,2,FALSE,0,9,2,0,0
Returning_Visitor,89.5,0.066666667,0,2,397.5,May,0.091666667,8,249,6,1,TRUE,0,1,3,3,0
Returning_Visitor,75.66666667,0.019393939,0,1,604.5,May,0.037838384,50,2387.435714,15,3,TRUE,1,3,1,6,0
Returning_Visitor,522.1666667,0.002420052,0,2,60.13636364,Nov,0.012547833,83,3708.383949,2,6,TRUE,0,7,2,2,0
Returning_Visitor,0,0.007407407,0,1,645.6666667,Nov,0.022222222,25,1358.166667,1,7,TRUE,0,1,1,0,0
New_Visitor,0,0,45.9675105,2,0,Dec,0.008333333,7,491.5833333,2,0,TRUE,0,4,3,0,1
New_Visitor,0,0,0,2,18,Nov,0.014285714,12,180.75,2,2,FALSE,0,1,2,0,0
New_Visitor,0,0,0,2,84,Mar,0.005882353,35,1059,2,4,FALSE,0,3,2,0,0
Returning_Visitor,0,0.011764706,0,4,16,Feb,0.046568627,16,381.6865079,1,2,FALSE,0.6,2,2,0,0
Returning_Visitor,0,0,0,1,0,May,0.033333333,6,180.6666667,2,0,FALSE,0,2,1,0,0
Returning_Visitor,0,0,0,2,9,Mar,0.05,5,49,1,1,FALSE,0,8,2,0,0
Returning_Visitor,0,0,0,7,0,Feb,0.007407407,18,902,4,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0,32.43717827,10,28,Dec,0.019047619,20,633.75,1,3,TRUE,0,1,2,0,1
Returning_Visitor,0,0.018181818,0,3,47.8,Jul,0.072727273,7,183,4,4,FALSE,0,3,3,0,0
Returning_Visitor,0,0.036,0,2,132,Mar,0.029285714,7,1413.333333,8,4,FALSE,0,7,3,0,0
Returning_Visitor,104.5,0.005420054,119.6414737,1,118.9032258,May,0.006678351,111,2748.624538,3,4,FALSE,0,2,1,6,0
Returning_Visitor,0,0.009375,0,1,146.4166667,Dec,0.032135417,61,2405.652778,2,6,FALSE,0,1,2,0,1
Returning_Visitor,0,0,0,2,0,Jul,0.02969697,33,1985.933333,2,0,FALSE,0,1,2,0,0
New_Visitor,0,0,0,1,53.4,Oct,0.025,4,53.4,5,4,FALSE,0,7,1,0,0
Returning_Visitor,0,0.003933137,0,1,49,Dec,0.019128308,112,2237.603885,2,1,FALSE,0,4,1,0,0
New_Visitor,0,0,40.76128,2,70.5,Mar,0.018666667,20,1298,2,4,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,4,0,Mar,0.022222222,27,780.1666667,2,0,FALSE,0,3,2,0,0
Returning_Visitor,80,0.011320755,0,1,750.75,May,0.021069182,49,1088.05,3,10,FALSE,0,3,1,3,0
Returning_Visitor,0,0.007042254,0,1,303.8666667,Nov,0.007280349,72,3752.66697,3,9,FALSE,0,1,1,0,0
Returning_Visitor,0,0.044444444,0,2,0,May,0.1,9,27.5,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,26.983125,2,89.5,May,0.009375,26,1163.333333,4,7,FALSE,0,3,3,0,1
Returning_Visitor,0,0.033333333,0,2,4,May,0.083333333,13,152.6666667,6,1,FALSE,0,3,2,0,0
Returning_Visitor,0,0.043851852,0,2,17,Dec,0.069954545,30,1448.928571,13,2,FALSE,0,1,3,0,0
Returning_Visitor,0,0.026666667,0,2,60.5,Nov,0.04,9,111.5,1,5,FALSE,0,9,2,0,0
Returning_Visitor,0,0,0,6,0,May,0.04,5,72.5,3,0,FALSE,0,6,2,0,0
Returning_Visitor,0,0.013333333,0,1,0,June,0.017777778,14,331.55,2,0,TRUE,0,1,1,1,0
Returning_Visitor,0,0,0,2,0,Nov,0.035619048,25,566.8833333,1,0,TRUE,0,3,2,0,0
Returning_Visitor,13.25,0.011111111,0,2,32.83333333,Nov,0.015396825,58,1470.629167,1,3,TRUE,0,1,3,1,0
Returning_Visitor,84,0.008695652,0,2,224.5833333,May,0.013043478,15,674.247619,2,5,FALSE,0,4,3,5,0
New_Visitor,395,0,0,2,36,Mar,0.014285714,12,343.5833333,2,3,FALSE,0,1,2,1,0
Returning_Visitor,0,0,0,1,0,May,0.1,1,12,1,0,TRUE,0,4,1,0,0
Returning_Visitor,0,0,13.99676923,5,77,May,0.018461538,36,2670.869444,2,8,FALSE,0,7,2,0,0
New_Visitor,0,0,0,2,112.8,Sep,0.015384615,11,375.8,5,2,TRUE,0,9,2,0,0
Returning_Visitor,0,0.05,0,1,21.2,Oct,0.1,0,0,5,1,FALSE,0,1,1,0,0
Returning_Visitor,0,0.017857143,0,2,63.68333333,June,0.068923933,8,129.7611111,3,6,FALSE,0,3,3,0,0
Returning_Visitor,0,0.004918033,0,2,4,May,0.029535519,62,3000.250794,1,1,FALSE,0,4,2,0,0
Returning_Visitor,0,0,0,2,14,Mar,0.02125,17,1093.142857,2,1,FALSE,0,2,2,0,0
New_Visitor,0,0,0,2,0,Dec,0.04,5,41.66666667,2,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0.004166667,0,2,0,May,0.020625,17,315,4,0,FALSE,0.2,3,2,0,0
Returning_Visitor,0,0,0,4,0,Mar,0.005263158,19,429.6333333,3,0,TRUE,0,1,2,0,0
Returning_Visitor,0,0,0,2,4,Dec,0.015,22,1749,10,1,FALSE,0,3,2,0,0
Returning_Visitor,319.3,0.000297619,12.0921619,2,382.8333333,Mar,0.010912698,72,4163.797619,2,10,FALSE,0,6,2,4,1
Returning_Visitor,0,0,0,1,86,Mar,0.016,23,267.3,9,5,TRUE,0,4,1,0,0
New_Visitor,0,0,0,2,37,Mar,0.05,3,17,2,2,TRUE,0,1,3,0,0
Returning_Visitor,0,0,0,2,0,May,0.08,5,691,3,0,FALSE,0.6,2,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.036363636,11,2028.5,4,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.003703704,0,4,10,Dec,0.025308642,27,548.2833333,2,1,FALSE,0,9,2,0,0
Returning_Visitor,0,0.084210526,0,2,0,May,0.100877193,19,130.5,3,0,FALSE,0.4,1,3,0,0
New_Visitor,0,0,14.1273698,2,0,Nov,0.028571429,8,332,8,0,TRUE,0,4,1,0,1
Returning_Visitor,0,0,0,12,138.5,Dec,0.01,21,831,2,1,FALSE,0,4,2,0,0
Returning_Visitor,0,0.2,0,2,0,Nov,0.2,1,0,3,0,FALSE,0,4,3,0,0
Returning_Visitor,0,0,0,8,247.1,Oct,0.030769231,8,1188.2,1,5,TRUE,0,8,1,0,0
New_Visitor,0,0.006060606,0,2,139.5,Mar,0.012878788,30,1448.752381,2,7,FALSE,0,3,1,0,0
Returning_Visitor,0,0,0,1,170.8333333,Oct,0.002821869,79,1193.517172,2,5,TRUE,0,1,4,0,0
Returning_Visitor,64,0.019354839,2.304322581,2,1521,Mar,0.042741935,30,2284.687302,1,4,FALSE,0,1,2,2,0
Returning_Visitor,0,0,0,2,0,Nov,0.04,5,51,13,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.1,2,171,2,0,TRUE,0,2,3,0,0
Returning_Visitor,0,0,47.99566725,2,162.4911765,Nov,0.020175439,32,1162.797222,8,9,FALSE,0,1,1,0,1
Returning_Visitor,0,0,0,2,33.5,Dec,0.017391304,23,398.4,6,2,FALSE,0,3,2,0,0
Returning_Visitor,0,0,7.256219133,2,614.1666667,Mar,0.019871795,47,3608.9,1,10,FALSE,0,3,2,0,0
Returning_Visitor,0,0.008928571,0,2,0,May,0.051785714,28,2524,3,0,TRUE,0,1,2,0,0
Returning_Visitor,0,0.007142857,0,2,21,May,0.014285714,27,694,2,2,FALSE,0.8,1,2,0,0
Returning_Visitor,0,0,0,2,121.0333333,Nov,0.035714286,9,230.8333333,3,8,FALSE,0,1,2,0,0
Returning_Visitor,0,0,239.98,2,0,May,0.016666667,13,303.4,2,0,FALSE,0,5,2,0,1
Returning_Visitor,0,0,35.98,5,0,May,0.008333333,26,553.5,4,0,FALSE,0,3,2,0,1
Returning_Visitor,0,0.006896552,23.51599702,1,218.6666667,Nov,0.015172414,24,1737,10,6,TRUE,0,6,1,0,1
Returning_Visitor,5.5,0.001408451,0,2,0,Dec,0.013891039,141,4310.775,2,0,FALSE,0,1,2,2,0
Returning_Visitor,0,0.028571429,0,2,0,May,0.042857143,14,632,3,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.025,0,2,353,May,0.025357143,24,2874.083333,6,2,FALSE,0,3,2,0,0
Returning_Visitor,0,0.003307888,3.83397413,2,58.83333333,Nov,0.012517824,128,6483.0804,1,5,TRUE,0,2,2,0,0
Returning_Visitor,0,0.035087719,0,2,0,June,0.061650605,57,820.3636364,13,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,2,40.5,May,0.028787879,32,593.5071429,3,4,FALSE,0,6,3,0,0
Returning_Visitor,0,0.030769231,0,8,116.2,Nov,0.05,38,1057.033333,1,5,FALSE,0,1,1,0,0
Returning_Visitor,0,0,0,2,0,May,0.025,8,125,1,0,TRUE,0,1,2,0,0
New_Visitor,0,0,0,2,63,Mar,0.025,5,95.5,9,4,TRUE,0,1,3,0,0
Returning_Visitor,0,0.023794872,0,2,0,May,0.031250162,65,1803.584127,3,0,FALSE,0.8,6,3,0,0
Returning_Visitor,0,0,0,1,38.16666667,May,0.0125,5,77.66666667,3,3,FALSE,0,5,1,0,0
New_Visitor,0,0,0,5,960,Mar,0.018181818,10,1218,2,3,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.08,5,241,1,0,TRUE,1,5,2,0,0
Returning_Visitor,0,0,0,2,16.5,May,0.033333333,5,37.5,3,2,FALSE,0,1,2,0,0
New_Visitor,0,0,0,10,0,Nov,0.016666667,13,598.5,2,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0.018787879,0,2,0,Nov,0.05352381,55,4156.9,1,0,TRUE,0,1,2,0,0
Returning_Visitor,33.75,0.033333333,0,2,0,Dec,0.027777778,9,313.9285714,10,0,FALSE,0,2,3,3,0
Returning_Visitor,0,0.1,0,2,0,Sep,0.15,2,19.2,1,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0,57.06546413,2,207,Dec,0.011574074,31,1592.233333,1,4,FALSE,0,4,2,0,0
New_Visitor,0,0,0,1,28,May,0.02,7,115.6666667,5,2,TRUE,1,1,1,0,0
Returning_Visitor,119.375,0.000275482,37.59646822,5,182.6428571,Nov,0.017352092,64,2671.06994,2,3,FALSE,0,6,2,3,1
Returning_Visitor,0,0.00756193,0,2,0,Nov,0.015479685,59,3033.689449,2,0,FALSE,0,3,1,0,0
Returning_Visitor,58,0.001315789,0,2,211,Mar,0.015,71,3424.583333,3,2,TRUE,0,5,2,1,0
Returning_Visitor,0,0,0,5,7.1,June,0.029411765,16,222.2333333,2,1,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,24.13333333,Oct,0.00125,19,263.7128571,2,2,FALSE,0,1,3,0,0
Returning_Visitor,0,0,67.30929078,4,168.1666667,Nov,0.009316323,70,2146.757984,2,8,FALSE,0,5,2,0,0
Returning_Visitor,0,0,0,5,243.1666667,Dec,0.016216216,34,671.6428571,1,14,FALSE,0,3,4,0,0
New_Visitor,0,0,0,2,56.73333333,Oct,0.003594771,33,1091.394074,2,2,TRUE,0,3,4,0,0
Returning_Visitor,0,0.008333333,0,2,0,Mar,0.031944444,24,917.0833333,1,0,TRUE,0,1,3,0,0
Returning_Visitor,0,0.00877193,8.886648533,2,2137.112745,Nov,0.017126354,53,4223.409838,2,14,FALSE,0,2,3,0,0
New_Visitor,29.75,0,0,2,229.5,Dec,0.025,8,212.75,2,2,FALSE,0,3,3,2,0
Returning_Visitor,115,0.013,0,2,20,Dec,0.044,50,1404.459091,2,1,TRUE,0,2,2,1,0
Returning_Visitor,0,0.028571429,0,1,27.33333333,Nov,0.085714286,3,20,8,1,FALSE,0,4,1,0,0
Returning_Visitor,0,0,0,2,62,Nov,0.008031496,125,1935.335516,3,5,FALSE,0,3,4,0,0
New_Visitor,0,0,37.51854545,2,29,May,0.018181818,9,536,4,2,FALSE,0,3,2,1,1
Returning_Visitor,0,0.027083333,0,2,0,May,0.038541667,32,2759.633333,2,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0.2,0,2,0,Dec,0.2,1,0,13,0,FALSE,0,3,2,0,0
New_Visitor,0,0,80.68062856,2,21,Mar,0.002985075,65,2881.133333,2,2,FALSE,0,4,2,0,1
Returning_Visitor,0,0.2,0,2,0,Dec,0.2,1,0,2,0,FALSE,0,1,2,0,0
New_Visitor,0,0,0,2,51.5,Dec,0.015384615,12,549.25,2,1,FALSE,0,2,2,0,0
Returning_Visitor,0,0.2,0,4,0,May,0.2,1,0,6,0,FALSE,0.4,6,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.075,4,127,4,0,FALSE,0,6,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.01875,16,190.75,4,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.010526316,0,2,0,May,0.033684211,20,248.4166667,13,0,FALSE,0.8,2,2,0,0
Returning_Visitor,0,0,0,1,50.33333333,May,0.005555556,21,586.1892857,2,1,FALSE,0.6,1,1,0,0
Returning_Visitor,0,0,0,1,0,Oct,0,13,748.2333333,2,0,FALSE,0,1,1,0,0
Returning_Visitor,432.2,0.016949153,5.763678818,4,227.48,Nov,0.043785311,56,4895.26,1,4,FALSE,0,3,2,3,0
Returning_Visitor,0,0,0,2,0,Mar,0.022222222,9,280,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,1,0,May,0.057142857,7,128.3333333,3,0,FALSE,0,3,4,0,0
Returning_Visitor,0,0,0,1,0,Mar,0.005555556,18,628.8333333,2,0,TRUE,0,2,1,0,0
Returning_Visitor,256.0666667,0.023134328,5.613708292,2,132,Aug,0.032705748,125,3674.803673,13,7,FALSE,0,3,3,4,0
New_Visitor,48,0,0,2,110.5,Dec,0.028571429,5,156,2,2,FALSE,0,1,2,1,0
Returning_Visitor,0,0,0,2,0,May,0.1,2,12,13,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,60.5,Dec,0.022580645,31,1574.375,1,1,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,88.6,Nov,0.028571429,4,59.4,2,6,FALSE,0,7,2,0,0
Returning_Visitor,0,0.06,0,1,0,Dec,0.09,10,824,3,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0.0125,0,2,0,Nov,0.051041667,15,176.7666667,2,0,FALSE,0,1,2,0,0
